ans = x0 alpha lambda iteraciones punto-final
ans = (1.00, 1.00) 0.894 0.261 10000 (9.48, 20.98)
ans = (1.00, 1.00) 0.894 0.367 10000 (9.10, 19.19)
ans = (1.00, 1.00) 0.894 0.472 10000 (8.81, 17.94)
ans = (1.00, 1.00) 0.894 0.578 10000 (8.59, 17.00)
ans = (1.00, 1.00) 0.894 0.683 10000 (8.41, 16.26)
ans = (1.00, 1.00) 0.894 0.789 10000 (8.25, 15.64)
ans = (1.00, 1.00) 0.894 0.894 10000 (8.12, 15.12)
ans = (1.00, 1.00) 0.894 1.000 10000 (8.00, 14.67)
ans = (1.00, 1.00) 1.000 0.050 3384 (14.28, 23.75)
ans = (1.00, 1.00) 1.000 0.156 10000 (10.24, 24.74)
ans = (1.00, 1.00) 1.000 0.261 10000 (9.63, 21.61)
ans = (1.00, 1.00) 1.000 0.367 10000 (9.24, 19.76)
ans = (1.00, 1.00) 1.000 0.472 10000 (8.95, 18.48)
ans = (1.00, 1.00) 1.000 0.578 10000 (8.72, 17.51)
ans = (1.00, 1.00) 1.000 0.683 10000 (8.53, 16.75)
ans = (1.00, 1.00) 1.000 0.789 10000 (8.38, 16.12)
ans = (1.00, 1.00) 1.000 0.894 10000 (8.24, 15.58)
ans = (1.00, 1.00) 1.000 1.000 10000 (8.12, 15.12)
ans = (-3.00, -3.00) 0.050 0.050 10000 (-8.22, -14.02)
ans = (-3.00, -3.00) 0.050 0.156 10000 (-6.83, -10.06)
ans = (-3.00, -3.00) 0.050 0.261 10000 (-6.23, -8.63)
ans = (-3.00, -3.00) 0.050 0.367 10000 (-5.86, -7.79)
ans = (-3.00, -3.00) 0.050 0.472 10000 (-5.59, -7.23)
ans = (-3.00, -3.00) 0.050 0.578 10000 (-5.38, -6.80)
ans = (-3.00, -3.00) 0.050 0.683 10000 (-5.21, -6.47)
ans = (-3.00, -3.00) 0.050 0.789 10000 (-5.07, -6.21)
ans = (-3.00, -3.00) 0.050 0.894 10000 (-4.96, -5.99)
ans = (-3.00, -3.00) 0.050 1.000 10000 (-4.85, -5.80)
ans = (-3.00, -3.00) 0.156 0.050 10000 (-9.85, -19.31)
ans = (-3.00, -3.00) 0.156 0.156 10000 (-8.28, -14.02)
ans = (-3.00, -3.00) 0.156 0.261 10000 (-7.60, -12.07)
ans = (-3.00, -3.00) 0.156 0.367 10000 (-7.18, -10.93)
ans = (-3.00, -3.00) 0.156 0.472 10000 (-6.87, -10.14)
ans = (-3.00, -3.00) 0.156 0.578 10000 (-6.63, -9.55)
ans = (-3.00, -3.00) 0.156 0.683 10000 (-6.44, -9.09)
ans = (-3.00, -3.00) 0.156 0.789 10000 (-6.27, -8.71)
ans = (-3.00, -3.00) 0.156 0.894 10000 (-6.13, -8.39)
ans = (-3.00, -3.00) 0.156 1.000 10000 (-6.01, -8.11)
ans = (-3.00, -3.00) 0.261 0.050 10000 (-10.66, -22.27)
ans = (-3.00, -3.00) 0.261 0.156 10000 (-9.00, -16.24)
ans = (-3.00, -3.00) 0.261 0.261 10000 (-8.29, -14.01)
ans = (-3.00, -3.00) 0.261 0.367 10000 (-7.84, -12.71)
ans = (-3.00, -3.00) 0.261 0.472 10000 (-7.51, -11.81)
ans = (-3.00, -3.00) 0.261 0.578 10000 (-7.26, -11.13)
ans = (-3.00, -3.00) 0.261 0.683 10000 (-7.06, -10.60)
ans = (-3.00, -3.00) 0.261 0.789 10000 (-6.88, -10.16)
ans = (-3.00, -3.00) 0.261 0.894 10000 (-6.73, -9.79)
ans = (-3.00, -3.00) 0.261 1.000 10000 (-6.60, -9.47)
ans = (-3.00, -3.00) 0.367 0.050 9132 (-11.06, -23.84)
ans = (-3.00, -3.00) 0.367 0.156 10000 (-9.49, -17.86)
ans = (-3.00, -3.00) 0.367 0.261 10000 (-8.76, -15.44)
ans = (-3.00, -3.00) 0.367 0.367 10000 (-8.29, -14.01)
ans = (-3.00, -3.00) 0.367 0.472 10000 (-7.96, -13.03)
ans = (-3.00, -3.00) 0.367 0.578 10000 (-7.69, -12.29)
ans = (-3.00, -3.00) 0.367 0.683 10000 (-7.48, -11.71)
ans = (-3.00, -3.00) 0.367 0.789 10000 (-7.30, -11.22)
ans = (-3.00, -3.00) 0.367 0.894 10000 (-7.14, -10.82)
ans = (-3.00, -3.00) 0.367 1.000 10000 (-7.01, -10.47)
ans = (-3.00, -3.00) 0.472 0.050 7090 (-11.07, -23.83)
ans = (-3.00, -3.00) 0.472 0.156 10000 (-9.87, -19.17)
ans = (-3.00, -3.00) 0.472 0.261 10000 (-9.12, -16.58)
ans = (-3.00, -3.00) 0.472 0.367 10000 (-8.64, -15.06)
ans = (-3.00, -3.00) 0.472 0.472 10000 (-8.29, -14.01)
ans = (-3.00, -3.00) 0.472 0.578 10000 (-8.02, -13.23)
ans = (-3.00, -3.00) 0.472 0.683 10000 (-7.81, -12.60)
ans = (-3.00, -3.00) 0.472 0.789 10000 (-7.62, -12.08)
ans = (-3.00, -3.00) 0.472 0.894 10000 (-7.46, -11.65)
ans = (-3.00, -3.00) 0.472 1.000 10000 (-7.32, -11.28)
ans = (-3.00, -3.00) 0.578 0.050 5795 (-11.07, -23.83)
ans = (-3.00, -3.00) 0.578 0.156 10000 (-10.18, -20.27)
ans = (-3.00, -3.00) 0.578 0.261 10000 (-9.41, -17.55)
ans = (-3.00, -3.00) 0.578 0.367 10000 (-8.92, -15.95)
ans = (-3.00, -3.00) 0.578 0.472 10000 (-8.57, -14.85)
ans = (-3.00, -3.00) 0.578 0.578 10000 (-8.30, -14.01)
ans = (-3.00, -3.00) 0.578 0.683 10000 (-8.07, -13.36)
ans = (-3.00, -3.00) 0.578 0.789 10000 (-7.88, -12.81)
ans = (-3.00, -3.00) 0.578 0.894 10000 (-7.72, -12.36)
ans = (-3.00, -3.00) 0.578 1.000 10000 (-7.58, -11.96)
ans = (-3.00, -3.00) 0.683 0.050 4900 (-11.08, -23.83)
ans = (-3.00, -3.00) 0.683 0.156 10000 (-10.45, -21.22)
ans = (-3.00, -3.00) 0.683 0.261 10000 (-9.66, -18.39)
ans = (-3.00, -3.00) 0.683 0.367 10000 (-9.16, -16.72)
ans = (-3.00, -3.00) 0.683 0.472 10000 (-8.80, -15.57)
ans = (-3.00, -3.00) 0.683 0.578 10000 (-8.52, -14.70)
ans = (-3.00, -3.00) 0.683 0.683 10000 (-8.30, -14.01)
ans = (-3.00, -3.00) 0.683 0.789 10000 (-8.10, -13.45)
ans = (-3.00, -3.00) 0.683 0.894 10000 (-7.94, -12.97)
ans = (-3.00, -3.00) 0.683 1.000 10000 (-7.79, -12.56)
ans = (-3.00, -3.00) 0.789 0.050 4244 (-11.08, -23.83)
ans = (-3.00, -3.00) 0.789 0.156 10000 (-10.68, -22.08)
ans = (-3.00, -3.00) 0.789 0.261 10000 (-9.88, -19.14)
ans = (-3.00, -3.00) 0.789 0.367 10000 (-9.37, -17.41)
ans = (-3.00, -3.00) 0.789 0.472 10000 (-9.01, -16.21)
ans = (-3.00, -3.00) 0.789 0.578 10000 (-8.72, -15.32)
ans = (-3.00, -3.00) 0.789 0.683 10000 (-8.49, -14.60)
ans = (-3.00, -3.00) 0.789 0.789 10000 (-8.30, -14.01)
ans = (-3.00, -3.00) 0.789 0.894 10000 (-8.13, -13.52)
ans = (-3.00, -3.00) 0.789 1.000 10000 (-7.98, -13.09)
ans = (-3.00, -3.00) 0.894 0.050 3743 (-11.09, -23.83)
ans = (-3.00, -3.00) 0.894 0.156 10000 (-10.88, -22.85)
ans = (-3.00, -3.00) 0.894 0.261 10000 (-10.07, -19.82)
ans = (-3.00, -3.00) 0.894 0.367 10000 (-9.56, -18.03)
ans = (-3.00, -3.00) 0.894 0.472 10000 (-9.19, -16.80)
ans = (-3.00, -3.00) 0.894 0.578 10000 (-8.90, -15.87)
ans = (-3.00, -3.00) 0.894 0.683 10000 (-8.67, -15.13)
ans = (-3.00, -3.00) 0.894 0.789 10000 (-8.47, -14.53)
ans = (-3.00, -3.00) 0.894 0.894 10000 (-8.30, -14.01)
ans = (-3.00, -3.00) 0.894 1.000 10000 (-8.15, -13.57)
ans = (-3.00, -3.00) 1.000 0.050 3348 (-11.09, -23.83)
ans = (-3.00, -3.00) 1.000 0.156 10000 (-11.06, -23.56)
ans = (-3.00, -3.00) 1.000 0.261 10000 (-10.24, -20.44)
ans = (-3.00, -3.00) 1.000 0.367 10000 (-9.73, -18.60)
ans = (-3.00, -3.00) 1.000 0.472 10000 (-9.35, -17.33)
ans = (-3.00, -3.00) 1.000 0.578 10000 (-9.06, -16.38)
ans = (-3.00, -3.00) 1.000 0.683 10000 (-8.82, -15.62)
ans = (-3.00, -3.00) 1.000 0.789 10000 (-8.62, -15.00)
ans = (-3.00, -3.00) 1.000 0.894 10000 (-8.45, -14.47)
ans = (-3.00, -3.00) 1.000 1.000 10000 (-8.30, -14.01)
